date,expiry,strike,opt_type,settle,oi,volume,underlying
2026-05-15,2026-06-16,25100,CE,61.0,3770,70,23643.5
2026-05-15,2026-06-16,25400,CE,61.25,0,0,23643.5
2026-05-15,2026-06-30,20500,CE,3205.0,40560,77,23643.5
2026-05-15,2026-06-30,22250,CE,1668.35,325,0,23643.5
2026-05-15,2026-06-30,22800,CE,1197.7,13325,13,23643.5
2026-05-15,2026-06-30,22900,CE,1101.85,4225,10,23643.5
2026-05-15,2026-06-30,25500,CE,58.25,1892085,15178,23643.5
2026-05-15,2026-07-28,21850,CE,2182.2,0,0,23643.5
2026-05-15,2026-07-28,22450,CE,1691.65,65,0,23643.5
2026-05-15,2026-07-28,22500,CE,1653.2,2600,1,23643.5
2026-05-15,2026-07-28,22750,CE,1468.25,130,0,23643.5
2026-05-15,2026-07-28,22950,CE,1326.75,65,0,23643.5
2026-05-15,2026-07-28,23400,CE,958.0,5135,13,23643.5
2026-05-15,2026-07-28,23450,CE,1009.9,325,2,23643.5
2026-05-15,2026-07-28,24000,CE,629.9,343460,1693,23643.5
2026-05-15,2026-07-28,24700,CE,337.9,17225,208,23643.5
2026-05-15,2026-07-28,24800,CE,301.25,25220,263,23643.5
2026-05-15,2026-12-29,21000,CE,3728.4,62950,366,23643.5
2026-05-15,2026-12-29,30000,CE,47.35,653570,453,23643.5
2026-05-15,2026-12-29,31000,CE,27.0,153330,153,23643.5
2026-05-15,2027-03-30,24000,CE,2031.5,0,0,23643.5
2026-05-15,2027-03-30,25500,CE,1333.2,0,0,23643.5
2026-05-15,2027-06-29,21000,CE,4413.2,0,0,23643.5
2026-05-15,2027-06-29,30000,CE,482.1,0,0,23643.5
2026-05-15,2027-12-28,21000,CE,5104.35,0,0,23643.5
2026-05-15,2026-06-02,22500,PE,66.2,173875,7509,23643.5
2026-05-15,2026-06-02,22200,PE,40.9,29510,669,23643.5
2026-05-15,2026-06-02,21950,PE,27.35,3575,32,23643.5
2026-05-15,2026-06-02,21200,PE,9.55,8580,127,23643.5
2026-05-15,2026-06-02,21150,PE,9.7,1365,45,23643.5
2026-05-15,2026-05-26,27250,PE,3558.35,32305,0,23643.5
2026-05-15,2026-05-26,26550,PE,2859.6,260,0,23643.5
2026-05-15,2026-05-26,26200,PE,2510.3,249275,3,23643.5
2026-05-15,2026-05-26,25550,PE,1862.9,1560,3,23643.5
2026-05-15,2026-05-26,24700,PE,1081.3,269100,136,23643.5
2026-05-15,2026-05-26,24250,PE,672.85,78195,1086,23643.5
2026-05-15,2026-05-26,24150,PE,592.75,166985,586,23643.5
2026-05-15,2026-05-26,23250,PE,146.75,126685,6820,23643.5
2026-05-15,2026-05-26,23050,PE,99.4,112840,6826,23643.5
2026-05-15,2026-05-26,21800,PE,9.2,385840,13479,23643.5
2026-05-15,2026-05-26,21650,PE,7.3,35490,1057,23643.5
2026-05-15,2026-05-26,21350,PE,4.9,15080,252,23643.5
2026-05-15,2026-05-26,20800,PE,3.5,24375,700,23643.5
2026-05-15,2026-05-19,26050,PE,2389.75,0,0,23643.5
2026-05-15,2026-05-19,25600,PE,1940.05,2145,24,23643.5
2026-05-15,2026-05-19,25350,PE,1690.25,130,0,23643.5
2026-05-15,2026-05-19,25050,PE,1390.5,325,0,23643.5
2026-05-15,2026-05-19,24400,PE,773.0,273780,7900,23643.5
2026-05-15,2026-05-19,24350,PE,722.7,35945,965,23643.5
2026-05-15,2026-12-29,24000,PE,896.7,1181495,2536,23643.5
2026-05-15,2026-05-19,24050,PE,449.6,77415,29852,23643.5
2026-05-15,2026-05-19,22900,PE,11.6,3652350,732859,23643.5
2026-05-15,2026-05-19,22600,PE,4.5,3985150,669136,23643.5
2026-05-15,2027-12-28,31500,CE,667.15,455,0,23643.5
2026-05-15,2028-12-26,18000,CE,8553.3,0,0,23643.5
2026-05-15,2028-12-26,28000,CE,2644.5,5600,0,23643.5
2026-05-15,2029-06-26,30000,CE,2515.45,0,0,23643.5
2026-05-15,2029-06-26,34500,CE,1389.6,0,0,23643.5
2026-05-15,2029-12-24,16500,CE,10630.15,0,0,23643.5
2026-05-15,2026-06-30,25100,PE,1424.7,33995,490,23643.5
2026-05-15,2026-12-29,17000,PE,57.0,116360,55,23643.5
2026-05-15,2026-12-29,12000,PE,14.95,26990,154,23643.5
2026-05-15,2026-09-29,31500,PE,7117.95,0,0,23643.5
2026-05-15,2026-09-29,28500,PE,4259.9,0,0,23643.5
2026-05-15,2026-09-29,19500,PE,81.85,99125,434,23643.5
2026-05-15,2026-07-28,25700,PE,1922.95,65,0,23643.5
2026-05-15,2026-07-28,25550,PE,1802.3,65,0,23643.5
2026-05-15,2026-07-28,24950,PE,1351.85,390,0,23643.5
2026-05-15,2026-07-28,23550,PE,556.5,1170,1,23643.5
2026-05-15,2026-07-28,23450,PE,515.0,1755,7,23643.5
2026-05-15,2026-07-28,21650,PE,84.45,260,2,23643.5
2026-05-15,2026-07-28,21300,PE,53.3,0,0,23643.5
2026-05-15,2026-06-30,26150,PE,2343.35,0,0,23643.5
2026-05-15,2026-06-30,25850,PE,2112.45,1365,37,23643.5
2026-05-15,2026-06-30,25750,PE,1979.0,1105,17,23643.5
2026-05-15,2026-06-30,25700,PE,1934.55,1040,1,23643.5
2026-05-15,2026-06-30,25200,PE,1508.0,18070,28,23643.5
2026-05-15,2026-06-30,25150,PE,1492.6,325,1,23643.5
2026-05-15,2026-05-19,21650,CE,2007.45,0,0,23643.5
2026-05-15,2026-05-19,21850,CE,1807.55,0,0,23643.5
2026-05-15,2026-05-19,22500,CE,1127.1,94185,2344,23643.5
2026-05-15,2026-05-19,23000,CE,648.9,446290,12078,23643.5
2026-05-15,2026-05-19,23750,CE,105.5,2452190,3312123,23643.5
2026-05-15,2026-05-19,24200,CE,16.25,5351255,1968811,23643.5
2026-05-15,2026-05-19,24250,CE,13.45,2860260,980388,23643.5
2026-05-15,2026-05-19,24500,CE,5.75,11084970,1369303,23643.5
2026-05-15,2026-05-19,24750,CE,2.85,1296100,349917,23643.5
2026-05-15,2026-05-19,25500,CE,0.85,5151120,176852,23643.5
2026-05-15,2026-05-19,25900,CE,0.65,377585,25644,23643.5
2026-05-15,2026-05-19,26450,CE,0.5,56290,1219,23643.5
2026-05-15,2026-05-26,20100,CE,3579.05,520,0,23643.5
2026-05-15,2026-05-26,20850,CE,2830.35,195,0,23643.5
2026-05-15,2026-05-26,20900,CE,2780.45,195,0,23643.5
2026-05-15,2026-05-26,21500,CE,2134.9,69095,69,23643.5
2026-05-15,2026-05-26,22000,CE,1665.6,853775,770,23643.5
2026-05-15,2026-05-26,22950,CE,772.2,14105,74,23643.5
2026-05-15,2026-05-26,23050,CE,693.75,15925,61,23643.5
2026-05-15,2026-05-26,24600,CE,26.65,1666795,41515,23643.5
2026-05-15,2026-05-26,24650,CE,22.75,234195,8006,23643.5
2026-05-15,2026-05-26,26300,CE,1.25,255580,1057,23643.5
2026-05-15,2026-05-26,26650,CE,1.2,50180,308,23643.5
2026-05-15,2026-06-02,21950,CE,1764.85,0,0,23643.5
2026-05-15,2026-06-02,23050,CE,783.9,1820,1,23643.5
2026-05-15,2026-06-02,23100,CE,717.05,3835,33,23643.5
2026-05-15,2026-06-02,23350,CE,572.8,5850,5,23643.5
2026-05-15,2026-06-02,24650,CE,56.9,12870,593,23643.5
2026-05-15,2026-06-02,24800,CE,39.15,130325,4588,23643.5
2026-05-15,2026-06-02,25450,CE,13.05,9555,25,23643.5
2026-05-15,2026-06-09,21700,CE,2040.5,0,0,23643.5
2026-05-15,2026-06-09,21800,CE,1943.85,0,0,23643.5
2026-05-15,2026-06-09,22600,CE,1211.1,0,0,23643.5
2026-05-15,2026-06-09,23150,CE,782.85,650,10,23643.5
2026-05-15,2026-06-09,23500,CE,545.8,13650,191,23643.5
2026-05-15,2026-06-09,24250,CE,196.25,5070,37,23643.5
2026-05-15,2026-06-09,24700,CE,86.4,22295,396,23643.5
2026-05-15,2026-06-09,25500,CE,16.7,52910,993,23643.5
2026-05-15,2026-06-09,26050,CE,9.05,1235,16,23643.5
2026-05-15,2026-06-16,23050,CE,926.5,0,0,23643.5
2026-05-15,2026-06-16,23550,CE,607.65,0,0,23643.5
2026-05-15,2026-06-16,25350,CE,66.25,0,0,23643.5
2026-05-15,2026-06-16,25950,CE,24.35,0,0,23643.5
2026-05-15,2026-06-30,21150,CE,2677.45,65,0,23643.5
2026-05-15,2026-06-30,22050,CE,1841.75,325,0,23643.5
2026-05-15,2026-06-30,23050,CE,990.5,2405,67,23643.5
2026-05-15,2026-06-30,23100,CE,962.9,4160,77,23643.5
2026-05-15,2026-06-30,23400,CE,766.35,23205,148,23643.5
2026-05-15,2026-06-30,23500,CE,707.85,555035,6454,23643.5
2026-05-15,2026-06-30,23900,CE,494.65,99515,1162,23643.5
2026-05-15,2026-06-30,24900,CE,147.45,131560,1278,23643.5
2026-05-15,2026-06-30,25800,CE,36.15,141440,1081,23643.5
2026-05-15,2026-06-30,25950,CE,29.15,24050,104,23643.5
2026-05-15,2026-06-30,28500,CE,4.35,44915,239,23643.5
2026-05-15,2026-06-30,33000,CE,1.45,54405,20,23643.5
2026-05-15,2026-07-28,21350,CE,2624.95,0,0,23643.5
2026-05-15,2026-07-28,21650,CE,2356.15,0,0,23643.5
2026-05-15,2026-07-28,23350,CE,1069.2,325,0,23643.5
2026-05-15,2026-07-28,23550,CE,952.65,390,2,23643.5
2026-05-15,2026-07-28,23900,CE,686.2,4810,83,23643.5
2026-05-15,2026-07-28,24100,CE,585.45,7085,63,23643.5
2026-05-15,2026-07-28,24200,CE,544.6,27625,83,23643.5
2026-05-15,2026-07-28,24750,CE,321.75,2925,17,23643.5
2026-05-15,2026-07-28,25900,CE,81.8,46670,85,23643.5
2026-05-15,2026-09-29,31500,CE,6.8,1170,0,23643.5
2026-05-15,2026-12-29,16000,CE,8269.3,50,0,23643.5
2026-05-15,2026-12-29,29000,CE,76.35,430280,559,23643.5
2026-05-15,2027-03-30,18000,CE,6647.3,0,0,23643.5
2026-05-15,2027-06-29,27000,CE,1155.8,0,0,23643.5
2026-05-15,2027-12-28,15000,CE,10126.0,0,0,23643.5
2026-05-15,2027-12-28,24000,CE,3225.0,20735,2,23643.5
2026-05-15,2028-12-26,24000,CE,3800.0,65,1,23643.5
2026-05-15,2028-12-26,30000,CE,1979.3,9540,0,23643.5
2026-05-15,2029-06-26,33000,CE,1700.7,0,0,23643.5
2026-05-15,2030-06-25,18000,CE,9984.35,0,0,23643.5
2026-05-15,2030-06-25,28500,CE,4147.25,0,0,23643.5
2026-05-15,2026-05-19,21900,PE,1.6,656500,100542,23643.5
2026-05-15,2026-05-19,23050,PE,20.15,1179100,511463,23643.5
2026-05-15,2026-05-19,23950,PE,363.5,233610,161031,23643.5
2026-05-15,2026-05-19,24800,PE,1186.85,66040,324,23643.5
2026-05-15,2026-05-19,24900,PE,1238.0,13910,87,23643.5
2026-05-15,2026-05-19,25000,PE,1369.8,323180,1239,23643.5
2026-05-15,2026-05-19,25300,PE,1640.25,2795,4,23643.5
2026-05-15,2026-05-19,25450,PE,1790.15,325,16,23643.5
2026-05-15,2026-05-19,25500,PE,1877.6,106210,211,23643.5
2026-05-15,2026-05-26,20450,PE,3.1,8255,152,23643.5
2026-05-15,2026-05-26,20550,PE,3.3,3835,97,23643.5
2026-05-15,2026-05-26,21000,PE,3.9,1674335,24292,23643.5
2026-05-15,2026-05-26,22950,PE,82.6,89960,4423,23643.5
2026-05-15,2026-05-26,23150,PE,121.45,103610,6159,23643.5
2026-05-15,2026-05-26,23500,PE,229.1,3917030,138331,23643.5
2026-05-15,2026-05-26,23750,PE,341.55,285480,25893,23643.5
2026-05-15,2026-05-26,24500,PE,878.65,2975050,7211,23643.5
2026-05-15,2026-05-26,24550,PE,928.65,13260,9,23643.5
2026-05-15,2026-05-26,24850,PE,1180.7,11635,1,23643.5
2026-05-15,2026-05-26,25050,PE,1371.8,2145,5,23643.5
2026-05-15,2026-05-26,26000,PE,2340.25,1739400,323,23643.5
2026-05-15,2026-05-26,26950,PE,3258.9,65,0,23643.5
2026-05-15,2026-05-26,27200,PE,3516.6,24375,4,23643.5
2026-05-15,2026-06-02,21700,PE,19.1,10400,133,23643.5
2026-05-15,2026-06-02,21800,PE,21.9,30095,513,23643.5
2026-05-15,2026-06-02,22000,PE,29.3,167310,4822,23643.5
2026-05-15,2026-06-02,22600,PE,78.35,47125,1617,23643.5
2026-05-15,2026-06-02,23700,PE,378.8,69745,2581,23643.5
2026-05-15,2026-06-02,23750,PE,400.3,28600,1377,23643.5
2026-05-15,2026-06-02,24050,PE,576.1,5395,180,23643.5
2026-05-15,2026-06-02,25100,PE,1414.3,520,0,23643.5
2026-05-15,2026-06-02,25200,PE,1507.75,65,0,23643.5
2026-05-15,2026-06-02,25950,PE,2234.85,0,0,23643.5
2026-05-15,2026-06-02,26250,PE,2532.0,0,0,23643.5
2026-05-15,2026-06-09,21100,PE,16.65,9425,113,23643.5
2026-05-15,2026-06-09,22050,PE,23.9,1105,49,23643.5
2026-05-15,2026-06-09,22700,PE,132.75,5200,203,23643.5
2026-05-15,2026-06-09,22750,PE,144.45,1820,32,23643.5
2026-05-15,2026-06-09,23350,PE,304.25,2210,37,23643.5
2026-05-15,2026-06-09,23450,PE,301.35,2665,27,23643.5
2026-05-15,2026-06-09,24300,PE,772.7,1105,0,23643.5
2026-05-15,2026-06-09,24600,PE,996.05,910,0,23643.5
2026-05-15,2026-06-09,24800,PE,1157.95,0,0,23643.5
2026-05-15,2026-06-09,24850,PE,1199.85,0,0,23643.5
2026-05-15,2026-06-16,22300,PE,62.15,0,0,23643.5
2026-05-15,2026-06-16,24200,PE,732.7,0,0,23643.5
2026-05-15,2026-06-16,24900,PE,1246.15,0,0,23643.5
2026-05-15,2026-06-16,25600,PE,1858.05,0,0,23643.5
2026-05-15,2030-12-31,22500,PE,726.3,0,0,23643.5
2026-05-15,2030-12-31,16500,PE,106.2,0,0,23643.5
2026-05-15,2030-06-25,30000,PE,3016.85,0,0,23643.5
2026-05-15,2030-06-25,25500,PE,1442.6,0,0,23643.5
2026-05-15,2029-12-24,22500,PE,760.05,0,0,23643.5
2026-05-15,2029-12-24,21000,PE,499.15,585,0,23643.5
2026-05-15,2028-06-27,15000,PE,15.75,0,0,23643.5
2026-05-15,2026-12-29,33000,PE,8090.5,0,0,23643.5
2026-05-15,2026-06-30,16000,PE,6.15,166935,104,23643.5
2026-05-15,2026-06-30,20650,PE,4.95,390,0,23643.5
2026-05-15,2026-06-30,21050,PE,11.9,0,0,23643.5
2026-05-15,2026-06-30,21200,PE,57.65,47580,897,23643.5
2026-05-15,2026-06-30,21400,PE,23.7,650,10,23643.5
2026-05-15,2026-06-30,21500,PE,76.05,1061190,7396,23643.5
2026-05-15,2026-06-30,21950,PE,115.85,5655,86,23643.5
2026-05-15,2026-06-30,22400,PE,176.5,77545,928,23643.5
2026-05-15,2026-06-30,22450,PE,189.65,9490,133,23643.5
2026-05-15,2026-06-30,22600,PE,212.4,139815,1725,23643.5
2026-05-15,2026-06-30,24650,PE,1099.2,7215,31,23643.5
2026-05-15,2026-06-30,24900,PE,1288.55,62400,7,23643.5
2026-05-15,2026-06-02,23950,CE,239.3,8450,180,23643.5
2026-05-15,2026-06-02,24600,CE,63.2,42900,1502,23643.5
2026-05-15,2026-06-02,25150,CE,16.35,7865,430,23643.5
2026-05-15,2026-06-02,26150,CE,2.65,1885,37,23643.5
2026-05-15,2026-06-09,21600,CE,2137.7,0,0,23643.5
2026-05-15,2026-06-09,22000,CE,1753.0,65,1,23643.5
2026-05-15,2026-06-09,22900,CE,964.45,1170,395,23643.5
2026-05-15,2026-06-09,23100,CE,818.15,0,0,23643.5
2026-05-15,2026-06-09,23300,CE,682.0,1495,6,23643.5
2026-05-15,2026-06-09,23950,CE,318.25,3770,37,23643.5
2026-05-15,2030-12-31,25500,PE,1372.45,0,0,23643.5
2026-05-15,2030-12-31,18000,PE,191.95,0,0,23643.5
2026-05-15,2030-06-25,34500,PE,5166.2,0,0,23643.5
2026-05-15,2030-06-25,27000,PE,1896.9,0,0,23643.5
2026-05-15,2029-12-24,33000,PE,4731.6,0,0,23643.5
2026-05-15,2029-12-24,26000,PE,1667.0,3665,0,23643.5
2026-05-15,2029-06-26,18000,PE,159.4,0,0,23643.5
2026-05-15,2028-12-26,33000,PE,5528.8,0,0,23643.5
2026-05-15,2028-12-26,19500,PE,271.45,0,0,23643.5
2026-05-15,2028-12-26,18000,PE,139.8,75,0,23643.5
2026-05-15,2027-12-28,21000,PE,485.05,8045,3,23643.5
2026-05-15,2027-06-29,28500,PE,3644.0,0,0,23643.5
2026-05-15,2027-03-30,30000,PE,5013.2,0,0,23643.5
2026-05-15,2026-12-29,28000,PE,3320.15,731370,24,23643.5
2026-05-15,2026-12-29,18000,PE,81.75,189610,153,23643.5
2026-05-15,2026-12-29,16500,PE,1.55,65,0,23643.5
2026-05-15,2026-09-29,21000,PE,178.6,532740,1050,23643.5
2026-05-15,2026-07-28,25950,PE,2130.2,65,0,23643.5
2026-05-15,2026-07-28,24700,PE,1156.0,21710,21,23643.5
2026-05-15,2026-07-28,24450,PE,1023.25,4420,2,23643.5
2026-05-15,2026-06-30,33000,PE,9092.25,910,0,23643.5
2026-05-15,2026-06-30,26450,PE,2625.0,0,0,23643.5
2026-05-15,2026-06-30,26000,PE,2226.15,2898630,454,23643.5
2026-05-15,2026-06-30,23300,PE,396.85,95420,817,23643.5
2026-05-15,2026-06-30,23200,PE,367.7,174525,2842,23643.5
2026-05-15,2026-06-30,21550,PE,31.15,0,0,23643.5
2026-05-15,2026-06-30,21350,PE,21.55,0,0,23643.5
2026-05-15,2026-06-30,21000,PE,48.05,2258665,8907,23643.5
2026-05-15,2026-06-30,20450,PE,3.1,585,0,23643.5
2026-05-15,2026-06-16,25650,PE,1904.25,0,0,23643.5
2026-05-15,2026-06-16,25350,PE,1631.35,0,0,23643.5
2026-05-15,2026-06-16,24850,PE,1205.6,0,0,23643.5
2026-05-15,2026-06-16,24550,PE,973.85,0,0,23643.5
2026-05-15,2026-06-16,24250,PE,765.05,0,0,23643.5
2026-05-15,2026-06-16,23050,PE,259.3,390,4,23643.5
2026-05-15,2026-06-16,22200,PE,51.7,0,0,23643.5
2026-05-15,2026-06-09,25950,PE,2213.65,0,0,23643.5
2026-05-15,2026-06-09,25900,PE,2165.15,0,0,23643.5
2026-05-15,2026-06-09,25100,PE,1416.5,0,0,23643.5
2026-05-15,2026-06-09,24750,PE,1116.6,0,0,23643.5
2026-05-15,2026-06-09,22900,PE,171.3,7930,147,23643.5
2026-05-15,2026-06-09,22100,PE,59.65,9425,39,23643.5
2026-05-15,2026-06-09,21750,PE,11.3,0,0,23643.5
2026-05-15,2026-06-02,25850,PE,2136.25,0,0,23643.5
2026-05-15,2026-06-02,25500,PE,1794.3,65,0,23643.5
2026-05-15,2026-06-02,23450,PE,276.95,7475,334,23643.5
2026-05-15,2026-06-02,23400,PE,259.05,58630,1841,23643.5
2026-05-15,2026-06-02,23200,PE,194.35,86580,2106,23643.5
2026-05-15,2026-06-02,23050,PE,157.7,14170,248,23643.5
2026-05-15,2026-05-26,27150,PE,3458.55,65,0,23643.5
2026-05-15,2026-05-26,27100,PE,3408.6,5980,0,23643.5
2026-05-15,2026-05-26,26700,PE,3009.35,3835,0,23643.5
2026-05-15,2026-05-26,24450,PE,843.1,39260,243,23643.5
2026-05-15,2026-05-26,24100,PE,563.7,695695,6995,23643.5
2026-05-15,2026-05-26,22200,PE,18.5,601770,23076,23643.5
2026-05-15,2026-05-26,22000,PE,13.15,4564950,90825,23643.5
2026-05-15,2026-05-26,20600,PE,3.1,16900,478,23643.5
2026-05-15,2026-05-19,26550,PE,2889.45,0,0,23643.5
2026-05-15,2026-05-19,26500,PE,2839.5,1235,0,23643.5
2026-05-15,2026-05-19,25800,PE,2139.95,520,0,23643.5
2026-05-15,2026-05-19,25750,PE,2089.95,0,0,23643.5
2026-05-15,2026-05-19,25250,PE,1590.3,585,0,23643.5
2026-05-15,2026-05-19,25150,PE,1490.4,260,4,23643.5
2026-05-15,2026-05-19,24000,PE,403.85,1579305,472965,23643.5
2026-05-15,2026-05-19,23100,PE,24.3,3425240,1005504,23643.5
2026-05-15,2026-05-19,22800,PE,8.35,5249790,848147,23643.5
2026-05-15,2026-05-19,22500,PE,3.6,7041970,832310,23643.5
2026-05-15,2026-05-19,22100,PE,1.8,1834170,206218,23643.5
2026-05-15,2030-12-31,21000,CE,8512.2,0,0,23643.5
2026-05-15,2030-12-31,15000,CE,12534.85,0,0,23643.5
2026-05-15,2029-12-24,34500,CE,1820.0,0,0,23643.5
2026-05-15,2028-06-27,27000,CE,2427.0,0,0,23643.5
2026-05-15,2027-12-28,34500,CE,319.0,0,0,23643.5
2026-05-15,2027-12-28,28500,CE,1314.45,4355,0,23643.5
2026-05-15,2027-06-29,24000,CE,2430.9,540,0,23643.5
2026-05-15,2027-03-30,22500,CE,2941.3,0,0,23643.5
2026-05-15,2026-09-29,33000,CE,1.7,32565,15,23643.5
2026-05-15,2026-07-28,25050,CE,233.3,1755,12,23643.5
2026-05-15,2026-07-28,24600,CE,368.65,13910,171,23643.5
2026-05-15,2026-07-28,24300,CE,490.85,28080,95,23643.5
2026-05-15,2026-07-28,23750,CE,844.4,910,9,23643.5
2026-05-15,2026-07-28,23700,CE,799.1,6695,120,23643.5
2026-05-15,2026-07-28,23300,CE,1099.65,2665,14,23643.5
2026-05-15,2026-07-28,23050,CE,1259.4,65,0,23643.5
2026-05-15,2026-07-28,22000,CE,2028.0,3835,21,23643.5
2026-05-15,2026-06-30,27000,CE,8.45,3496410,4578,23643.5
2026-05-15,2026-06-30,25450,CE,62.9,12285,145,23643.5
2026-05-15,2026-06-30,25250,CE,86.55,22750,279,23643.5
2026-05-15,2026-06-30,25000,CE,128.35,5367945,27555,23643.5
2026-05-15,2026-06-30,24700,CE,192.4,185965,2178,23643.5
2026-05-15,2026-06-30,24200,CE,356.85,191425,2119,23643.5
2026-05-15,2026-06-30,22850,CE,1191.05,2145,0,23643.5
2026-05-15,2026-06-30,22150,CE,1754.3,3250,0,23643.5
2026-05-15,2026-06-30,22000,CE,1835.55,198640,610,23643.5
2026-05-15,2026-06-30,21650,CE,2204.05,65,0,23643.5
2026-05-15,2026-06-30,21400,CE,2438.55,0,0,23643.5
2026-05-15,2026-06-30,21000,CE,2737.0,529230,303,23643.5
2026-05-15,2026-05-19,22250,CE,1407.85,0,0,23643.5
2026-05-15,2026-05-19,22800,CE,838.4,65195,844,23643.5
2026-05-15,2026-05-19,23200,CE,462.65,189865,15800,23643.5
2026-05-15,2026-05-19,23700,CE,126.75,4943120,3781673,23643.5
2026-05-15,2026-05-19,23950,CE,47.85,1636115,1675923,23643.5
2026-05-15,2026-05-19,24300,CE,10.8,5946460,1387778,23643.5
2026-05-15,2026-05-26,20250,CE,3429.3,65,0,23643.5
2026-05-15,2026-05-26,20650,CE,3030.0,130,0,23643.5
2026-05-15,2026-05-26,22100,CE,1585.3,1820,0,23643.5
2026-05-15,2026-05-26,22850,CE,847.9,4095,13,23643.5
2026-05-15,2026-05-26,23000,CE,731.4,904410,6769,23643.5
2026-05-15,2026-05-26,23800,CE,213.8,1498705,115737,23643.5
2026-05-15,2026-05-26,24200,CE,82.45,2350270,75994,23643.5
2026-05-15,2026-05-26,24450,CE,40.85,261105,12752,23643.5
2026-05-15,2026-05-26,25050,CE,7.7,165685,8950,23643.5
2026-05-15,2026-05-26,26050,CE,1.5,74360,1616,23643.5
2026-05-15,2026-05-26,26500,CE,1.0,1382290,10717,23643.5
2026-05-15,2026-05-26,27000,CE,0.75,1317095,8531,23643.5
2026-05-15,2026-06-30,20400,CE,3409.6,0,0,23643.5
2026-05-15,2026-06-16,25300,CE,71.55,0,0,23643.5
2026-05-15,2026-06-16,25000,CE,70.65,24050,218,23643.5
2026-05-15,2026-06-16,24650,CE,179.9,0,0,23643.5
2026-05-15,2026-06-16,23650,CE,553.3,0,0,23643.5
2026-05-15,2026-06-16,23300,CE,757.5,0,0,23643.5
2026-05-15,2026-06-16,22950,CE,1000.25,0,0,23643.5
2026-05-15,2026-06-16,22650,CE,1232.75,0,0,23643.5
2026-05-15,2026-06-16,22600,CE,1273.7,0,0,23643.5
2026-05-15,2026-06-16,21850,CE,1941.05,0,0,23643.5
2026-05-15,2026-06-09,25900,CE,10.0,2340,6,23643.5
2026-05-15,2026-06-09,24200,CE,215.65,42315,890,23643.5
2026-05-15,2026-06-02,22400,CE,1336.9,585,0,23643.5
2026-05-15,2026-06-16,25950,PE,2186.1,0,0,23643.5
2026-05-15,2026-06-16,26000,PE,2233.7,0,0,23643.5
2026-05-15,2026-06-30,15000,PE,5.05,162560,519,23643.5
2026-05-15,2026-05-19,21900,CE,1757.6,0,0,23643.5
2026-05-15,2026-05-19,22600,CE,1039.1,4355,77,23643.5
2026-05-15,2026-05-19,23250,CE,427.5,102570,4027,23643.5
2026-05-15,2026-05-19,23650,CE,150.35,1381445,1103566,23643.5
2026-05-15,2026-05-19,23850,CE,71.9,2208635,2390722,23643.5
2026-05-15,2026-05-19,24450,CE,6.75,1758640,549129,23643.5
2026-05-15,2026-05-19,25150,CE,1.1,1138020,52597,23643.5
2026-05-15,2026-05-19,25650,CE,0.7,187980,7081,23643.5
2026-05-15,2026-05-19,26350,CE,0.45,80470,2101,23643.5
2026-05-15,2026-05-26,20700,CE,2980.1,130,0,23643.5
2026-05-15,2026-05-26,21400,CE,2281.4,325,0,23643.5
2026-05-15,2026-05-26,22400,CE,1292.3,16445,1,23643.5
2026-05-15,2026-05-26,23700,CE,262.05,1362205,100174,23643.5
2026-05-15,2026-05-26,24050,CE,120.95,260650,9945,23643.5
2026-05-15,2026-05-26,25150,CE,6.15,133770,4487,23643.5
2026-05-15,2026-05-26,25950,CE,1.65,136825,3926,23643.5
2026-05-15,2026-05-26,26200,CE,1.2,699855,6118,23643.5
2026-05-15,2026-05-26,26550,CE,1.2,23140,98,23643.5
2026-05-15,2026-05-26,26750,CE,0.95,33670,204,23643.5
2026-05-15,2026-06-02,21250,CE,2455.55,0,0,23643.5
2026-05-15,2026-06-02,22000,CE,1684.1,260,1,23643.5
2026-05-15,2026-06-02,22650,CE,1111.95,260,0,23643.5
2026-05-15,2026-06-02,25250,CE,15.35,5200,199,23643.5
2026-05-15,2026-06-02,26000,CE,4.0,129935,982,23643.5
2026-05-15,2026-06-09,21200,CE,2530.85,0,0,23643.5
2026-05-15,2026-06-09,21250,CE,2481.45,0,0,23643.5
2026-05-15,2026-06-09,21300,CE,2432.1,0,0,23643.5
2026-05-15,2026-06-09,21900,CE,1848.0,0,0,23643.5
2026-05-15,2026-06-09,22100,CE,1659.05,0,0,23643.5
2026-05-15,2026-06-09,23250,CE,714.8,0,0,23643.5
2026-05-15,2026-06-09,23450,CE,588.95,780,8,23643.5
2026-05-15,2026-06-09,24150,CE,232.05,4095,62,23643.5
2026-05-15,2026-06-09,24400,CE,153.1,21775,253,23643.5
2026-05-15,2026-06-09,24750,CE,77.25,12220,97,23643.5
2026-05-15,2026-06-09,24800,CE,71.0,16640,557,23643.5
2026-05-15,2026-06-09,25050,CE,41.5,5395,23,23643.5
2026-05-15,2026-06-09,25150,CE,34.25,11180,260,23643.5
2026-05-15,2026-06-16,22350,CE,1486.2,0,0,23643.5
2026-05-15,2026-06-16,22850,CE,1074.65,0,0,23643.5
2026-05-15,2026-06-16,23200,CE,822.85,0,0,23643.5
2026-05-15,2026-06-16,23250,CE,789.8,0,0,23643.5
2026-05-15,2026-06-16,23350,CE,725.95,0,0,23643.5
2026-05-15,2026-06-16,24050,CE,331.65,260,3,23643.5
